index,word,mean,weight,last_attempt_date,t,s,forget_times,probability
282,cache,囤货，藏货：supply; 隐藏：hiding,0,04/12/2020,0,0,0,0
283,cachet,同意：approval; 声望：prestige,0,04/12/2020,0,0,0,0
284,cacophony,刺耳的声音：inharmonious sound,0,04/12/2020,0,0,0,0
285,cadge,乞讨，乞求：beg,0,04/12/2020,0,0,0,0
286,cajole,哄骗：wheedle,0,04/12/2020,0,0,0,0
287,calcify,"使僵化：inflexible, unchangeable",0,04/12/2020,0,0,0,0
288,calibrate,调整，使标准化：standardize; （根据标准）精确测量：measure precisely,0,04/12/2020,0,0,0,0
289,calligraphy,（优美的）书法：elegant handwriting,0,04/12/2020,0,0,0,0
290,callous, 无同情心的，冷漠的：unfeeling,0,04/12/2020,0,0,0,0
291,callow,"不老练的，不成熟的：lacking, experience",0,04/12/2020,0,0,0,0
292,calumniate,诽谤，造谣，中伤：false statements,0,04/12/2020,0,0,0,0
293,camaraderie,友情：friendly,0,04/12/2020,0,0,0,0
294,cameo,"栩栩如生的描绘，简洁生动的描述或刻画：brief, vivid portrayal; 客串：brief but dramatic appearance",0,04/12/2020,0,0,0,0
295,camouflage,"伪装，伪装手段：deceive, hide",0,04/12/2020,0,0,0,0
296,canard,谣传，误传：misleading ,0,04/12/2020,0,0,0,0
297,candor,"坦率，直率，诚挚：honest, sincere",0,04/12/2020,0,0,0,0
298,canon," 准则，标准：standard, criterion; 真经，正典：authentic",0,04/12/2020,0,0,0,0
299,canvass,仔细检查，详尽讨论：examine carefully or discuss thoroughly; 游说，去（一个地区）的各处或找到（个人）来拉选票或订单：solicits votes or orders,0,04/12/2020,0,0,0,0
300,capitulate,投降，默许：give all resistance,0,04/12/2020,0,0,0,0
301,caprice,"一时冲动的决定：impulsive change; 反复无常，善变：change, impulsively",0,04/12/2020,0,0,0,0
302,captivate, 吸引：attract,0,04/12/2020,0,0,0,0
303,careworn,"忧心忡忡的，焦虑的：grief, anxiety",0,04/12/2020,0,0,0,0
304,cardinal,"主要的，非常重要的：foremost importance, paramount",0,04/12/2020,0,0,0,0
305,caricature,"用讽刺歪曲等手法的夸张，漫画，讽刺画：exaggeration; 嘲笑性模仿或夸张：copy, exaggerate",0,04/12/2020,0,0,0,0
306,carnal,肉体的，物质的：physical; 世俗的：worldly,0,04/12/2020,0,0,0,0
307,carouse,"畅饮，狂欢作乐：drink, freely",0,04/12/2020,0,0,0,0
308,carp,"对小事吹毛求疵，挑剔，表现不满：peevish criticism, objections, express dissatisfaction, tiresomely",0,04/12/2020,0,0,0,0
309,carve,雕刻：three-dimensional representation; （通过长期不懈努力）开创，开拓：produce or bring about,0,04/12/2020,0,0,0,0
310,cast,"演员，演员阵容：a set of characters; 选派（演员）：assign, actor; 提出：give off; 抛弃：get rid of",0,04/12/2020,0,0,0,0
311,castigate,强烈（公开）指责：criticize; 惩罚：penalty,0,04/12/2020,0,0,0,0
312,catalyze,成为···的导火索，导致：be the cause of,0,04/12/2020,0,0,0,0
313,catastrophe,大灾难：tragedy; 彻底的失败：utter failure,0,04/12/2020,0,0,0,0
314,categorical,"没有例外的，无条件限制的，绝对的：without, qualification, absolute",0,04/12/2020,0,0,0,0
315,catholic,普遍的，包容的：not limited or specialized,0,04/12/2020,0,0,0,0
316,caustic,"腐蚀性的：destroying, eating away; 挖苦讽刺的，刻薄的：incisive sarcasm",0,04/12/2020,0,0,0,0
317,caveat,警告，告诫：warning of a specific limitation,0,04/12/2020,0,0,0,0
318,cavil,挑剔，吹毛求疵：quibble,0,04/12/2020,0,0,0,0
319,cavort,欢快地蹦跳或行走，雀跃：sprightly,0,04/12/2020,0,0,0,0
320,cede,（根据条约）放弃，割让：surrender possession of,0,04/12/2020,0,0,0,0
321,cement,"粘合，粘合剂：uniting, binding",0,04/12/2020,0,0,0,0
322,censor,"审查并删除不良的东西：examine, delete",0,04/12/2020,0,0,0,0
323,censorious,挑剔指责的：critical,0,04/12/2020,0,0,0,0
324,censure,"公开表示反对，谴责：public, formal disapproval",0,04/12/2020,0,0,0,0
325,census,"人口普查：survey, population",0,04/12/2020,0,0,0,0
326,cessation,终止，暂停：stopping of a process,0,04/12/2020,0,0,0,0
327,chaff,开玩笑：make jokes,0,04/12/2020,0,0,0,0
328,chagrin,沮丧，懊恼：mind,0,04/12/2020,0,0,0,0
329,chameleon,变色龙，善变的人：changes or adopts opinions,0,04/12/2020,0,0,0,0
330,champion,支持：support,0,04/12/2020,0,0,0,0
331,chaos,"混乱：disorder, confusion",0,04/12/2020,0,0,0,0
332,charade,装模作样：intended to deceive; 动作字谜：represented in pantomime,0,04/12/2020,0,0,0,0
333,charlatan,骗子，装懂的人：fraudulent,0,04/12/2020,0,0,0,0
334,chary,非常谨慎的：cautious,0,04/12/2020,0,0,0,0
335,chase,镂雕（金属）以装饰：decorate; 驱赶：force out,0,04/12/2020,0,0,0,0
336,chasm,分歧，（意见、利益或忠诚上）明显差异：pronounced difference,0,04/12/2020,0,0,0,0
337,chauvinistic,盲目爱国的：excessive favoritism,0,04/12/2020,0,0,0,0
338,check,"使突然停止，阻止：arrest, abruptly; 同意，一致：agreement",0,04/12/2020,0,0,0,0
339,cherubic,天使般可爱的：rosy,0,04/12/2020,0,0,0,0
340,chicanery,诡计多端的，欺骗：deception,0,04/12/2020,0,0,0,0
341,chide,责备：scold mildly,0,04/12/2020,0,0,0,0
342,choleric,"易怒的，暴躁的：angered; 生气的：anger, irate",0,04/12/2020,0,0,0,0
343,chord,"与···和谐一致，符合：accord, agree",0,04/12/2020,0,0,0,0
344,chromatic,彩色的：colors,0,04/12/2020,0,0,0,0
345,chronic,"经常发生的，复发的：frequent recurrence;习惯性的，不可能改变的：not likely, change",0,04/12/2020,0,0,0,0
346,churl,"粗野的人：rude, boorish; 吝啬鬼：mean, stingy",0,04/12/2020,0,0,0,0
347,cipher,"无影响或无价值的人：no importance, influence; 计算（价值）：determine, mathematical operations; 密码：conceal",0,04/12/2020,0,0,0,0
348,circuitous,"迂回的，不直接的：not, forthright, direct; 冗长的：more, necessary",0,04/12/2020,0,0,0,0
349,circumlocution,"绕圈子说话：unnecessarily, indirect, evasion; 冗长：too many",0,04/12/2020,0,0,0,0
350,circumscribe,限制：limit; 包围，围绕：surround,0,04/12/2020,0,0,0,0
351,circumspect,谨慎的，小心的：careful,0,04/12/2020,0,0,0,0
352,circumvent,"躲避，不遵从：avoid, comply",0,04/12/2020,0,0,0,0
353,civility,"彬彬有礼：courteous, politeness",0,04/12/2020,0,0,0,0
354,claim,"要求（权利）：ask for, right; 断言：state as a fact; 剥夺生命：deprive, life; 权利：right",0,04/12/2020,0,0,0,0
355,clandestine,"隐藏的，秘密的：secret, illicit, improper",0,04/12/2020,0,0,0,0
356,clarion,"清楚响亮的：loud, clear",0,04/12/2020,0,0,0,0
357,clarity,"清晰，清楚：clear, lucidity; 清澈透明:easily seen through",0,04/12/2020,0,0,0,0
358,clasp,紧握：holding,0,04/12/2020,0,0,0,0
359,clement,"宽容的，善良的：tolerant, kind; 气候温和的：neither, high, low",0,04/12/2020,0,0,0,0
360,cliché,陈词滥调（的）：hackneyed,0,04/12/2020,0,0,0,0
361,clog,"阻碍物：something, movement, progress difficult; 阻碍：difficulty; 堵塞：prevent, through",0,04/12/2020,0,0,0,0
362,clot,"密集的一群：a number of things, a unit; 堵塞：prevent, through, filling with something; 凝结：jelly",0,04/12/2020,0,0,0,0
363,cloudburst,突然的一场暴雨：sudden copious rainfall,0,04/12/2020,0,0,0,0
364,clout,权力，影响力：influence,0,04/12/2020,0,0,0,0
365,cloying,"甜得发腻的，感情用事的：sweet, sentimental",0,04/12/2020,0,0,0,0
366,clumsy,"笨拙的：lacking, nimbleness, lack, skill; 不文雅的：lacking, grace, inability, graceful; 不精致的：roughly",0,04/12/2020,0,0,0,0
367,coagulate,"（使）凝结，（使）变稠：coherent, clot",0,04/12/2020,0,0,0,0
368,coalesce,"合并，融合：whole, fuse",0,04/12/2020,0,0,0,0
369,coax,"哄骗：pleading, flattery, cajole",0,04/12/2020,0,0,0,0
370,coda,终曲：concluding passage,0,04/12/2020,0,0,0,0
371,coerce,"（以武力）强制：force, threat",0,04/12/2020,0,0,0,0
372,coeval,同时代的，同龄的：equal age,0,04/12/2020,0,0,0,0
373,cogent,令人信服的：convincing; 相关的：pertinent,0,04/12/2020,0,0,0,0
374,cognizant,知道的，意识到的：aware,0,04/12/2020,0,0,0,0
375,collapse,"突然倒塌或收缩：fall, shrink; 完全耗尽体力：depletion, energy, strength; 失败：unsuccessful",0,04/12/2020,0,0,0,0
376,collude,"串通，共谋（做坏事）：together secretly, fraudulent, deceitful, conspire",0,04/12/2020,0,0,0,0
377,colossal,"巨大的：size, degree, immense",0,04/12/2020,0,0,0,0
378,coltish,"不守纪律的：not subjected, discipline; 爱开玩笑的：joking, teasing",0,04/12/2020,0,0,0,0
379,coma,昏迷，深度无知觉：profound unconsciousness; 迟钝，冷漠：sluggishness,0,04/12/2020,0,0,0,0
380,combustible,可燃的：igniting; 容易激动的：easily excited,0,04/12/2020,0,0,0,0
381,comely,"漂亮的，吸引人的：pleasing, wholesome, attractive",0,04/12/2020,0,0,0,0
382,comity,"友好，社会和谐：friendly, harmony",0,04/12/2020,0,0,0,0
383,commencement,开始：beginning; 毕业典礼：conferring,0,04/12/2020,0,0,0,0
384,commend,"赞扬：approbation, praise; 委托保管：entrust; 推荐：recommend",0,04/12/2020,0,0,0,0
385,commensurate,同样大小的：equal; 相称的，相当的：proportionate,0,04/12/2020,0,0,0,0
386,commingle,充分混合：blend,0,04/12/2020,0,0,0,0
387,commitment,"致力，投入：obligated, impelled; 确信：belief; 承诺，表态：revealing one’s view",0,04/12/2020,0,0,0,0
388,committed,忠诚的，忠实的：loyal,0,04/12/2020,0,0,0,0
389,commodious,宽敞舒适的：spacious,0,04/12/2020,0,0,0,0
390,commonsensical,"符合常识的，有依据的：common sense, sound",0,04/12/2020,0,0,0,0
391,commotion,骚乱：disturbance,0,04/12/2020,0,0,0,0
392,compendium,"摘要：summary, abstract; 目录，各种各样的列表或集合：list, collection",0,04/12/2020,0,0,0,0
393,complacency,"自满，无忧患意识：self-satisfaction, unawareness of trouble",0,04/12/2020,0,0,0,0
394,complaisance,"愿意顺从，讨好，彬彬有礼：comply, affability",0,04/12/2020,0,0,0,0
395,compliant,顺从的：submissive,0,04/12/2020,0,0,0,0
396,compliment,称赞，恭维：praise; 敬意，免费赠送的礼物：respectful,0,04/12/2020,0,0,0,0
397,comply,"遵从：conform, submit",0,04/12/2020,0,0,0,0
398,compose,"使镇定：calm; 组成，构成：form, constitute",0,04/12/2020,0,0,0,0
399,compound,混合物：something composed；混合的：consisting；混合：together；扩大，增多：greater；和解：agree,0,04/12/2020,0,0,0,0
400,compress,"压缩（体积）：reduce size, volume",0,04/12/2020,0,0,0,0
401,compromise,妥协：concessions；使危险：danger,0,04/12/2020,0,0,0,0
402,compunction,"焦虑，内疚，良心不安：anxiety, guilt",0,04/12/2020,0,0,0,0
403,concatenate,连结，混合：bring together,0,04/12/2020,0,0,0,0
404,concave,凹的：curved,0,04/12/2020,0,0,0,0
405,conceal,隐藏，隐瞒：prevent disclosure,0,04/12/2020,0,0,0,0
406,concede,承认：grant；停止抵抗：cease resistance,0,04/12/2020,0,0,0,0
407,concentrate,集中：focus；浓缩：less dilute；聚集：together,0,04/12/2020,0,0,0,0
408,concerted,共同完成的：accomplished together,0,04/12/2020,0,0,0,0
409,conciliate,"平息，抚慰：lessen the anger；调解：compatible, reconcile",0,04/12/2020,0,0,0,0
410,concise,简洁的：brevity,0,04/12/2020,0,0,0,0
411,concord,"一致，和睦：harmony, agreement",0,04/12/2020,0,0,0,0
412,concur,同意：agreement；同一时间发生、存在：same time；团结合作：joint,0,04/12/2020,0,0,0,0
413,condescending,摆出高人一等的姿态的：patronizingly superior,0,04/12/2020,0,0,0,0
414,condign,应得的，恰当的：deserved,0,04/12/2020,0,0,0,0
415,condole,表达同情：sympathetic,0,04/12/2020,0,0,0,0
416,condone,宽恕；忽视：forgive,0,04/12/2020,0,0,0,0
417,conducive,有益的，有促进作用的：promote,0,04/12/2020,0,0,0,0
418,confident,"有信心的，自信的：assurance, self-reliance",0,04/12/2020,0,0,0,0
419,confine,禁闭，监禁：imprison；限制：limits,0,04/12/2020,0,0,0,0
420,confluence,汇合，混合：together same,0,04/12/2020,0,0,0,0
421,confront,直接对抗，直面：face to face,0,04/12/2020,0,0,0,0
422,confound,使困惑：uncertainty；无法区分，混淆：fail to differentiate；证明为假，证伪：false,0,04/12/2020,0,0,0,0
423,congeal,凝固，固化：solid state,0,04/12/2020,0,0,0,0
424,congenial,和善的，友好的：agreement；令人愉悦的：giving pleasure,0,04/12/2020,0,0,0,0
425,congruent,和谐一致的：in agreement；全等的：coinciding,0,04/12/2020,0,0,0,0
426,conjecture,揣测的结果：conclusion by surmise；猜测，估计（大小、数量等）：decide without actual measurement；（没有依据地）认为：form an opinion,0,04/12/2020,0,0,0,0
427,connive,暗中合作，共谋：cooperate secretly；纵容：假装忽视或并未采取措施阻止错误：pretend ignorance ought to oppose,0,04/12/2020,0,0,0,0
428,connoisseur,"鉴赏家（尤指艺术领域）：with discrimination, appreciation；专家：high level of knowledge",0,04/12/2020,0,0,0,0
429,conscientious,仔细的，一丝不苟的：involving great care；有良心的，正直的：governed by conscience,0,04/12/2020,0,0,0,0
430,consensus,一致同意：general agreement,0,04/12/2020,0,0,0,0
431,consequence,结果：produced by cause；重要性，价值：importance,0,04/12/2020,0,0,0,0
432,conservative,守旧的，不愿改变的：oppose change；不招摇的，低调的：not showy；谨慎小心的：close attentiveness,0,04/12/2020,0,0,0,0
433,conservatory,温室：greenhouse；艺术学院：school arts,0,04/12/2020,0,0,0,0
434,conserve,保存，避免浪费：keep avoid wasteful,0,04/12/2020,0,0,0,0
435,considerable,（数量上）可观（而值得注意）的：large；值得考虑的，重要的：significant,0,04/12/2020,0,0,0,0
436,console,"安慰，慰藉：alleviate, comfort",0,04/12/2020,0,0,0,0
437,consolidate,使联合，统一：join together；加固，使安全：make firm,0,04/12/2020,0,0,0,0
438,consonant,和谐一致的：in agreement,0,04/12/2020,0,0,0,0
439,conspicuous,显而易见的；吸引人的：obvious,0,04/12/2020,0,0,0,0
440,conspire   ,合谋，密谋：plan secretly,0,04/12/2020,0,0,0,0
441,constitute,指派，任命：appoint；构成：make up,0,04/12/2020,0,0,0,0
442,constrain,限制：restriction；使人屈服于（压力、感情）等：give in to pressure,0,04/12/2020,0,0,0,0
443,constringe,使紧缩：draw together,0,04/12/2020,0,0,0,0
444,construct,建造，建立：form；创造，相出：create imagination,0,04/12/2020,0,0,0,0
445,consummate,专业的，有造诣的：extremely skilled；无纰漏的，完美的：perfect；最高档次的，最大规模的：highest degree,0,04/12/2020,0,0,0,0
446,contagious,传染的：communicate；（情绪等）唤起共鸣的：exciting a similar feeling,0,04/12/2020,0,0,0,0
447,contaminate,污染，感染：stain,0,04/12/2020,0,0,0,0
448,content,使满足：appease；主题：major subject of interest；内容，内涵：idea that is conveyed,0,04/12/2020,0,0,0,0
449,contentious,引起争论的：argumentative；好争论的，好战的：tendency quarrels,0,04/12/2020,0,0,0,0
450,contiguous,接壤的，相邻的：sharing an edge,0,04/12/2020,0,0,0,0
451,contort,扭曲：twist,0,04/12/2020,0,0,0,0
452,contract,契约，合同：binding agreement；收缩：reduce size；感染疾病：become affected,0,04/12/2020,0,0,0,0
453,contravene,"违反，反对：violate, oppose",0,04/12/2020,0,0,0,0
454,contrite,（因为有罪孽或过错而感到）后悔悲痛的：showing remorse,0,04/12/2020,0,0,0,0
455,contumacious,不服从的，倔强的：disobedient,0,04/12/2020,0,0,0,0
456,conundrum,"无法解决的问题，迷：insoluble, dilemma",0,04/12/2020,0,0,0,0
457,convalesce,渐渐康复，渐愈：recover gradually,0,04/12/2020,0,0,0,0
458,convenience,便利，方便：fitness suitability,0,04/12/2020,0,0,0,0
459,convention,"常规，习俗：agreement, acceptance；公约，协议：agreement；大会，集会：coming together",0,04/12/2020,0,0,0,0
460,converge,汇集，交汇于一点：move toward one,0,04/12/2020,0,0,0,0
461,conversant,熟悉的：familiar,0,04/12/2020,0,0,0,0
462,convert,被改变宗教信仰的人：converted；使改变信仰：bring over from brief；改变，转化：alter,0,04/12/2020,0,0,0,0
463,convex,凸起的：curves outward,0,04/12/2020,0,0,0,0
464,convey,运输：transport；传递，交流：communicate,0,04/12/2020,0,0,0,0
465,conviction,深信，确信：being convinced；证明有罪：proved guilty,0,04/12/2020,0,0,0,0
466,convoke,召集开会：bring together,0,04/12/2020,0,0,0,0
467,convoluted,复杂的，费解的：complicated,0,04/12/2020,0,0,0,0
468,convulsion,痉挛（强烈的、无法控制的肌肉收缩）：involuntary contraction；骚乱：disturbance,0,04/12/2020,0,0,0,0
